Ortsnetzkennzahl;Ortsnetzname;KennzeichenAktiv
5933;Lathen;1
5934;Haren-Rütenbrock;1
5935;Twist-Schöninghsdorf;1
5936;Twist;1
5937;Geeste-Gross Hesepe;1
5939;Sustrum;1
5941;Neuenhaus Dinkel;1
5942;Uelsen;1
5943;Emlichheim;1
5944;Hoogstede;1
5945;Wilsum;1
5946;Georgsdorf;1
5947;Laar Vechte;1
5948;Itterbeck;1
5951;Werlte;1
5952;Sögel;1
5953;Börger;1
5954;Lorup;1
5955;Esterwegen;1
5956;Rastdorf;1
5957;Lindern Oldenburg;1
5961;Haselünne;1
5962;Herzlake;1
5963;Bawinkel;1
5964;Lähden;1
5965;Klein Berssen;1
5966;Meppen-Apeldorn;1
5971;Rheine;1
5973;Neuenkirchen Kr Steinfurt;1
5975;Rheine-Mesum;1
5976;Salzbergen;1
5977;Spelle;1
5978;Hörstel-Dreierwalde;1
6002;Ober-Mörlen;1
6003;Rosbach v d Höhe;1
6004;Lich-Eberstadt;1
6007;Rosbach-Rodheim;1
6008;Echzell;1
6020;Heigenbrücken;1
6021;Aschaffenburg;1
6022;Obernburg a Main;1
6023;Alzenau i Ufr;1
6024;Schöllkrippen;1
6026;Grossostheim;1
6027;Stockstadt a Main;1
6028;Sulzbach a Main;1
6029;Mömbris;1
6031;Friedberg Hess;1
6032;Bad Nauheim;1
6033;Butzbach;1
6034;Wöllstadt;1
6035;Reichelsheim Wetterau;1
6036;Wölfersheim;1
6039;Karben;1
6041;Glauburg;1
6042;Büdingen Hess;1
6043;Nidda;1
6044;Schotten Hess;1
6045;Gedern;1
6046;Ortenberg Hess;1
6047;Altenstadt Hess;1
6048;Büdingen-Eckartshausen;1
6049;Kefenrod;1
6050;Biebergemünd;1
6051;Gelnhausen;1
6052;Bad Orb;1
6053;Wächtersbach;1
6054;Birstein;1
6055;Freigericht;1
6056;Bad Soden-Salmünster;1
6057;Flörsbachtal;1
6058;Gründau;1
6059;Jossgrund;1
6061;Michelstadt;1
6062;Erbach Odenw;1
6063;Bad König;1
6066;Michelstadt-Vielbrunn;1
6068;Beerfelden;1
6071;Dieburg;1
6073;Babenhausen Hess;1
6074;Rödermark;1
6078;Gross-Umstadt;1
6081;Usingen;1
6082;Niederreifenberg;1
6083;Weilrod;1
6084;Schmitten Taunus;1
6085;Waldsolms;1
6086;Grävenwiesbach;1
6087;Waldems;1
6092;Heimbuchenthal;1
6093;Laufach;1
6094;Weibersbrunn;1
6095;Bessenbach;1
6096;Wiesen Unterfr;1
6101;Bad Vilbel;1
6102;Neu-Isenburg;1
6103;Langen Hess;1
6104;Heusenstamm;1
6105;Mörfelden-Walldorf;1
6106;Rodgau;1
6107;Kelsterbach;1
6108;Mühlheim am Main;1
6109;Frankfurt-Bergen-Enkheim;1
611;Wiesbaden;1
6120;Aarbergen;1
6122;Hofheim-Wallau;1
6123;Eltville am Rhein;1
6124;Bad Schwalbach;1
6126;Idstein;1
6127;Niedernhausen Taunus;1
6128;Taunusstein;1
6129;Schlangenbad;1
6130;Schwabenheim an der Selz;1
6131;Mainz;1
6132;Ingelheim am Rhein;1
6133;Oppenheim;1
6134;Mainz-Kastel;1
6135;Bodenheim Rhein;1
6136;Nieder-Olm;1
6138;Mommenheim;1
6139;Budenheim;1
6142;Rüsselsheim;1
6144;Bischofsheim b Rüsselsheim;1
6145;Flörsheim am Main;1
6146;Hochheim am Main;1
6147;Trebur;1
6150;Weiterstadt;1
6151;Darmstadt;1
6152;Gross-Gerau;1
6154;Ober-Ramstadt;1
6155;Griesheim Hess;1
6157;Pfungstadt;1
6158;Riedstadt;1
6159;Messel;1
6161;Brensbach;1
6162;Reinheim Odenw;1
6163;Höchst i Odw;1
6164;Reichelsheim Odenwald;1
6165;Breuberg;1
6166;Fischbachtal;1
6167;Modautal;1
6171;Oberursel Taunus;1
6172;Bad Homburg v d Höhe;1
6173;Kronberg im Taunus;1
6174;Königstein im Taunus;1
6175;Friedrichsdorf Taunus;1
6181;Hanau;1
6182;Seligenstadt;1
6183;Erlensee;1
6184;Langenselbold;1
6185;Hammersbach Hess;1
6186;Grosskrotzenburg;1
6187;Schöneck;1
6188;Kahl a Main;1
6190;Hattersheim a Main;1
6192;Hofheim am Taunus;1
6195;Kelkheim Taunus;1
6196;Bad Soden am Taunus;1
6198;Eppstein;1
6201;Weinheim Bergstr;1
6202;Schwetzingen;1
6203;Ladenburg;1
6204;Viernheim;1
6205;Hockenheim;1
6206;Lampertheim;1
6207;Wald-Michelbach;1
6209;Mörlenbach;1
621;Mannheim;1
6220;Wilhelmsfeld;1
6221;Heidelberg;1
6222;Wiesloch;1
6223;Neckargemünd;1
6224;Sandhausen Baden;1
6226;Meckesheim;1
6227;Walldorf Baden;1
6228;Schönau Odenw;1
6229;Neckarsteinach;1
6231;Hochdorf-Assenheim;1
6232;Speyer;1
6233;Frankenthal Pfalz;1
6234;Mutterstadt;1
6235;Schifferstadt;1
6236;Neuhofen Pfalz;1
6237;Maxdorf;1
6238;Dirmstein;1
6239;Bobenheim-Roxheim;1
6241;Worms;1
6242;Osthofen;1
6243;Monsheim;1
6244;Westhofen Rheinhess;1
6245;Biblis;1
6246;Eich Rheinhess;1
6247;Worms-Pfeddersheim;1
6249;Guntersblum;1
6251;Bensheim;1
6252;Heppenheim Bergstraße;1
6253;Fürth Odenw;1
6254;Lautertal Odenwald;1
6255;Lindenfels;1
6256;Lampertheim-Hüttenfeld;1
6257;Seeheim-Jugenheim;1
6258;Gernsheim;1
6261;Mosbach Baden;1
6262;Aglasterhausen;1
6263;Neckargerach;1
6264;Neudenau;1
6265;Billigheim Baden;1
6266;Hassmersheim;1
6267;Fahrenbach Baden;1
6268;Hüffenhardt;1
6269;Gundelsheim Württ;1
6271;Eberbach Baden;1
6272;Hirschhorn Neckar;1
6274;Waldbrunn Odenw;1
6275;Rothenberg Odenw;1
6276;Hesseneck;1
6281;Buchen Odenwald;1
6282;Walldürn;1
6283;Hardheim Odenw;1
6284;Mudau;1
6285;Walldürn-Altheim;1
6286;Walldürn-Rippberg;1
6287;Limbach Baden;1
6291;Adelsheim;1
6292;Seckach;1
6293;Schefflenz;1
6294;Krautheim Jagst;1
6295;Rosenberg Baden;1
6296;Ahorn Baden;1
6297;Ravenstein Baden;1
6298;Möckmühl;1
6301;Otterbach Pfalz;1
6302;Winnweiler;1
6303;Enkenbach-Alsenborn;1
6304;Wolfstein Pfalz;1
6305;Hochspeyer;1
6306;Trippstadt;1
6307;Schopp;1
6308;Olsbrücken;1
631;Kaiserslautern;1
6321;Neustadt an der Weinstraße;1
6322;Bad Dürkheim;1
6323;Edenkoben;1
6324;Hassloch;1
6325;Lambrecht Pfalz;1
6326;Deidesheim;1
6327;Neustadt-Lachen;1
6328;Elmstein;1
6329;Weidenthal Pfalz;1
6331;Pirmasens;1
6332;Zweibrücken;1
6333;Waldfischbach-Burgalben;1
6334;Thaleischweiler-Fröschen;1
6335;Trulben;1
6336;Dellfeld;1
6337;Grossbundenbach;1
6338;Hornbach Pfalz;1
6339;Grosssteinhausen;1
6340;Wörth-Schaidt;1
6341;Landau in der Pfalz;1
6342;Schweigen-Rechtenbach;1
6343;Bad Bergzabern;1
6344;Schwegenheim;1
6345;Albersweiler;1
6346;Annweiler am Trifels;1
6347;Hochstadt Pfalz;1
6348;Offenbach an der Queich;1
6349;Billigheim-Ingenheim;1
6351;Eisenberg Pfalz;1
6352;Kirchheimbolanden;1
6353;Freinsheim;1
6355;Albisheim Pfrimm;1
6356;Carlsberg Pfalz;1
6357;Standenbühl;1
6358;Kriegsfeld;1
6359;Grünstadt;1
6361;Rockenhausen;1
6362;Alsenz;1
6363;Niederkirchen;1
6364;Nußbach Pfalz;1
6371;Landstuhl;1
6372;Bruchmühlbach-Miesau;1
6373;Schönenberg-Kübelberg;1
6374;Weilerbach;1
6375;Wallhalben;1
6381;Kusel;1
6382;Lauterecken;1
6383;Glan-Münchweiler;1
6384;Konken;1
6385;Reichenbach-Steegen;1
6386;Altenkirchen Pfalz;1
6387;Sankt Julian;1
6391;Dahn;1
6392;Hauenstein Pfalz;1
6393;Fischbach bei Dahn;1
6394;Bundenthal;1
6395;Münchweiler an der Rodalb;1
6396;Hinterweidenthal;1
6397;Leimen Pfalz;1
6398;Vorderweidenthal;1
6400;Mücke;1
6401;Grünberg Hess;1
6402;Hungen;1
6403;Linden Hess;1
6404;Lich Hess;1
6405;Laubach Hess;1
6406;Lollar;1
6407;Rabenau Hess;1
6408;Buseck;1
6409;Biebertal;1
641;Giessen;1
6420;Lahntal;1
6421;Marburg;1
6422;Kirchhain;1
6423;Wetter Hessen;1
6424;Ebsdorfergrund;1
6425;Rauschenberg Hess;1
6426;Fronhausen;1
6427;Cölbe-Schönstadt;1
6428;Stadtallendorf;1
6429;Schweinsberg Hess;1
6430;Hahnstätten;1
6431;Limburg a d Lahn;1
6432;Diez;1
6433;Hadamar;1
6434;Bad Camberg;1
6435;Wallmerod;1
6436;Dornburg Hess;1
6438;Hünfelden;1
6439;Holzappel;1
6440;Kölschhausen;1
6441;Wetzlar;1
6442;Braunfels;1
6443;Ehringshausen Dill;1
6444;Bischoffen;1
6445;Schöffengrund;1
6446;Hohenahr;1
6447;Langgöns-Niederkleen;1
6449;Ehringshausen-Katzenfurt;1
6451;Frankenberg Eder;1
6452;Battenberg Eder;1
6453;Gemünden Wohra;1
6454;Lichtenfels-Sachsenberg;1
6455;Frankenau Hess;1
6456;Haina Kloster;1
6457;Burgwald Eder;1
6458;Rosenthal Hess;1
6461;Biedenkopf;1
6462;Gladenbach;1
6464;Angelburg;1
6465;Breidenbach b Biedenkopf;1
6466;Dautphetal-Friedensdorf;1
6467;Hatzfeld Eder;1
6468;Dautphetal-Mornshausen;1
6471;Weilburg;1
6472;Weilmünster;1
6473;Leun;1
6474;Villmar-Aumenau;1
6475;Weilmünster-Wolfenhausen;1
6476;Mengerskirchen;1
6477;Greifenstein-Nenderoth;1
6478;Greifenstein-Ulm;1
6479;Waldbrunn Westerwald;1
6482;Runkel;1
6483;Selters Taunus;1
6484;Beselich;1
6485;Nentershausen Westerw;1
6486;Katzenelnbogen;1
6500;Waldrach;1
6501;Konz;1
6502;Schweich;1
6503;Hermeskeil;1
6504;Thalfang;1
6505;Kordel;1
6506;Welschbillig;1
6507;Neumagen-Dhron;1
6508;Hetzerath Mosel;1
6509;Büdlich;1
651;Trier;1
6522;Mettendorf;1
6523;Holsthum;1
6524;Rodershausen;1
6525;Irrel;1
6526;Bollendorf;1
6527;Oberweis;1
6531;Bernkastel-Kues;1
6532;Zeltingen-Rachtig;1
6533;Morbach Hunsrück;1
6534;Mülheim Mosel;1
6535;Osann-Monzel;1
6536;Kleinich;1
6541;Traben-Trarbach;1
6542;Bullay;1
6543;Büchenbeuren;1
6544;Rhaunen;1
6545;Blankenrath;1
6550;Irrhausen;1
6551;Prüm;1
6552;Olzheim;1
6553;Schönecken;1
6554;Waxweiler;1
6555;Bleialf;1
6556;Pronsfeld;1
6557;Hallschlag;1
6558;Büdesheim Eifel;1
6559;Leidenborn;1
6561;Bitburg;1
6562;Speicher;1
6563;Kyllburg;1
6564;Neuerburg Eifel;1
6565;Dudeldorf;1
6566;Körperich;1
6567;Oberkail;1
6568;Wolsfeld;1
6569;Bickendorf;1
6571;Wittlich;1
6572;Manderscheid Eifel;1
6573;Gillenfeld;1
6574;Hasborn;1
6575;Landscheid;1
6578;Salmtal;1
6580;Zemmer;1
6581;Saarburg;1
6582;Freudenburg;1
6583;Palzem;1
6584;Wellen Mosel;1
6585;Ralingen;1
6586;Beuren Hochwald;1
6587;Zerf;1
6588;Pluwig;1
6589;Kell am See;1
6591;Gerolstein;1
6592;Daun;1
6593;Hillesheim Eifel;1
6594;Birresborn;1
6595;Dockweiler;1
6596;Üdersdorf;1
6597;Jünkerath;1
6599;Weidenbach b Gerolstein;1
661;Fulda;1
6620;Philippsthal Werra;1
6621;Bad Hersfeld;1
6622;Bebra;1
6623;Rotenburg a d Fulda;1
6624;Heringen Werra;1
6625;Niederaula;1
6626;Wildeck-Obersuhl;1
6627;Nentershausen Hess;1
6628;Oberaula;1
6629;Schenklengsfeld;1
6630;Schwalmtal-Storndorf;1
6631;Alsfeld;1
6633;Homberg Ohm;1
6634;Gemünden Felda;1
6635;Kirtorf;1
6636;Romrod;1
6637;Feldatal;1
6638;Schwalmtal-Renzendorf;1
6639;Ottrau;1
6641;Lauterbach Hessen;1
6642;Schlitz;1
6643;Herbstein;1
6644;Grebenhain;1
6645;Ulrichstein;1
6646;Grebenau;1
6647;Herbstein-Stockhausen;1
6648;Bad Salzschlirf;1
6650;Hosenfeld;1
6651;Rasdorf;1
6652;Hünfeld;1
6653;Burghaun;1
6654;Gersfeld Rhön;1
6655;Neuhof Kr Fulda;1
6656;Ebersburg;1
6657;Hofbieber;1
6658;Poppenhausen Wasserkuppe;1
6659;Eichenzell;1
6660;Steinau-Marjoss;1
6661;Schlüchtern;1
6663;Steinau an der Straße;1
6664;Sinntal-Sterbfritz;1
6665;Sinntal-Altengronau;1
6666;Freiensteinau;1
6667;Steinau-Ulmbach;1
6668;Birstein-Lichenroth;1
6669;Neuhof-Hauswurz;1
6670;Ludwigsau Hess;1
6672;Eiterfeld;1
6673;Haunetal;1
6674;Friedewald Hess;1
6675;Breitenbach a Herzberg;1
6676;Hohenroda Hess;1
6677;Neuenstein Hess;1
6678;Wildeck-Hönebach;1
6681;Hilders;1
6682;Tann Rhön;1
6683;Ehrenberg Rhön;1
6684;Hofbieber-Schwarzbach;1
6691;Schwalmstadt;1
6692;Neustadt Hessen;1
6693;Neuental;1
6694;Neukirchen Knüll;1
6695;Jesberg;1
6696;Gilserberg;1
6697;Willingshausen;1
6698;Schrecksbach;1
6701;Sprendlingen Rheinhess;1
6703;Wöllstein Rheinhess;1
6704;Langenlonsheim;1
6706;Wallhausen Nahe;1
6707;Windesheim;1
6708;Bad Münster am Stein-Ebernburg;1
6709;Fürfeld Kr Bad Kreuznach;1
671;Bad Kreuznach;1
6721;Bingen am Rhein;1
6722;Rüdesheim am Rhein;1
6723;Oestrich-Winkel;1
6724;Stromberg Hunsrück;1
6725;Gau-Algesheim;1
6726;Lorch Rheingau;1
6727;Gensingen;1
6728;Ober-Hilbersheim;1
6731;Alzey;1
6732;Wörrstadt;1
6733;Gau-Odernheim;1
6734;Flonheim;1
6735;Eppelsheim;1
6736;Bechenheim;1
6737;Köngernheim;1
6741;St Goar;1
6742;Boppard;1
6743;Bacharach;1
6744;Oberwesel;1
6745;Gondershausen;1
6746;Pfalzfeld;1
6747;Emmelshausen;1
6751;Bad Sobernheim;1
6752;Kirn Nahe;1
6753;Meisenheim;1
6754;Martinstein;1
6755;Odernheim am Glan;1
6756;Winterbach Soonwald;1
6757;Becherbach bei Kirn;1
6758;Waldböckelheim;1
6761;Simmern Hunsrück;1
6762;Kastellaun;1
6763;Kirchberg Hunsrück;1
6764;Rheinböllen;1
6765;Gemünden Hunsrück;1
6766;Kisselbach;1
6771;St Goarshausen;1
6772;Nastätten;1
6773;Kamp-Bornhofen;1
6774;Kaub;1
6775;Strüth Taunus;1
6776;Dachsenhausen;1
6781;Idar-Oberstein;1
6782;Birkenfeld Nahe;1
6783;Baumholder;1
6784;Weierbach;1
6785;Herrstein;1
6786;Kempfeld;1
6787;Niederbrombach;1
6788;Sien;1
6789;Heimbach Nahe;1
6802;Völklingen-Lauterbach;1
6803;Mandelbachtal-Ommersheim;1
6804;Mandelbachtal;1
6805;Kleinblittersdorf;1
6806;Heusweiler;1
6809;Grossrosseln;1
681;Saarbrücken;1
6821;Neunkirchen Saar;1
6824;Ottweiler;1
6825;Illingen Saar;1
6826;Bexbach;1
6827;Eppelborn;1
6831;Saarlouis;1
6832;Beckingen-Reimsbach;1
6833;Rehlingen-Siersburg;1
6834;Bous;1
6835;Beckingen;1
6836;Überherrn;1
6837;Wallerfangen;1
6838;Saarwellingen;1
6841;Homburg Saar;1
6842;Blieskastel;1
6843;Gersheim;1
6844;Blieskastel-Altheim;1
6848;Homburg-Einöd;1
6849;Kirkel;1
6851;St Wendel;1
6852;Nohfelden;1
6853;Marpingen;1
6854;Oberthal Saar;1
6855;Freisen;1
6856;St Wendel-Niederkirchen;1
6857;Namborn;1
6858;Ottweiler-Fürth;1
6861;Merzig;1
6864;Mettlach;1
6865;Mettlach-Orscholz;1
6866;Perl-Nennig;1
6867;Perl;1
6868;Mettlach-Tünsdorf;1
6869;Merzig-Silwingen;1
6871;Wadern;1
6872;Losheim am See;1
6873;Nonnweiler;1
6874;Wadern-Nunkirchen;1
6875;Nonnweiler-Primstal;1
6876;Weiskirchen Saar;1
6881;Lebach;1
6887;Schmelz Saar;1
6888;Lebach-Steinbach;1
6893;Saarbrücken-Ensheim;1
6894;St Ingbert;1
6897;Sulzbach Saar;1
6898;Völklingen;1
69;Frankfurt am Main;1
7021;Kirchheim unter Teck;1
7022;Nürtingen;1
7023;Weilheim an der Teck;1
7024;Wendlingen am Neckar;1
7025;Neuffen;1
7026;Lenningen;1
7031;Böblingen;1
7032;Herrenberg;1
7033;Weil Der Stadt;1
7034;Ehningen;1
7041;Mühlacker;1
7042;Vaihingen an der Enz;1
7043;Maulbronn;1
7044;Mönsheim;1
7045;Oberderdingen;1
7046;Zaberfeld;1
7051;Calw;1
7052;Bad Liebenzell;1
7053;Bad Teinach-Zavelstein;1
7054;Wildberg Württ;1
7055;Neuweiler Kr Calw;1
7056;Gechingen;1
7062;Beilstein Württ;1
7063;Bad Wimpfen;1
7066;Bad Rappenau-Bonfeld;1
7071;Tübingen;1
7072;Gomaringen;1
7073;Ammerbuch;1
7081;Bad Wildbad;1
7082;Neuenbürg Württ;1
7083;Bad Herrenalb;1
7084;Schömberg b Neuenbürg;1
7085;Enzklösterle;1
711;Stuttgart;1
7121;Reutlingen;1
7122;St Johann Württ;1
7123;Metzingen Württ;1
7124;Trochtelfingen Hohenz;1
7125;Bad Urach;1
7126;Burladingen-Melchingen;1
7127;Neckartenzlingen;1
7128;Sonnenbühl;1
7129;Lichtenstein Württ;1
7130;Löwenstein Württ;1
7131;Heilbronn Neckar;1
7132;Neckarsulm;1
7133;Lauffen am Neckar;1
7134;Weinsberg;1
7135;Brackenheim;1
7136;Bad Friedrichshall;1
7138;Schwaigern;1
7139;Neuenstadt am Kocher;1
7141;Ludwigsburg Württ;1
7142;Bietigheim-Bissingen;1
7143;Besigheim;1
7144;Marbach am Neckar;1
7145;Markgröningen;1
7146;Remseck am Neckar;1
7147;Sachsenheim Württ;1
7148;Grossbottwar;1
7150;Korntal-Münchingen;1
7151;Waiblingen;1
7152;Leonberg Württ;1
7153;Plochingen;1
7154;Kornwestheim;1
7156;Ditzingen;1
7157;Waldenbuch;1
7158;Neuhausen auf den Fildern;1
7159;Renningen;1
7161;Göppingen;1
7162;Süßen;1
7163;Ebersbach an der Fils;1
7164;Boll Kr Göppingen;1
7165;Göppingen-Hohenstaufen;1
7166;Adelberg;1
7171;Schwäbisch Gmünd;1
7172;Lorch Württ;1
7173;Heubach;1
7174;Mögglingen;1
7175;Leinzell;1
7176;Spraitbach;1
7181;Schorndorf Württ;1
7182;Welzheim;1
7183;Rudersberg Württ;1
7184;Kaisersbach;1
7191;Backnang;1
7192;Murrhardt;1
7193;Sulzbach an der Murr;1
7194;Spiegelberg;1
7195;Winnenden;1
7202;Karlsbad;1
7203;Walzbachtal;1
7204;Malsch-Völkersbach;1
721;Karlsruhe;1
7220;Forbach-Hundsbach;1
7221;Baden-Baden;1
7222;Rastatt;1
7223;Bühl Baden;1
7224;Gernsbach;1
7225;Gaggenau;1
7226;Bühl-Sand;1
7227;Lichtenau Baden;1
7228;Forbach;1
7229;Iffezheim;1
7231;Pforzheim;1
7232;Königsbach-Stein;1
7233;Niefern-Öschelbronn;1
7234;Tiefenbronn;1
7235;Unterreichenbach Kr Calw;1
7236;Keltern;1
7237;Neulingen Enzkreis;1
7240;Pfinztal;1
7242;Rheinstetten;1
7243;Ettlingen;1
7244;Weingarten Baden;1
7245;Durmersheim;1
7246;Malsch Kr Karlsruhe;1
7247;Linkenheim-Hochstetten;1
7248;Marxzell;1
7249;Stutensee;1
7250;Kraichtal;1
7251;Bruchsal;1
7252;Bretten;1
7253;Bad Schönborn;1
7254;Waghäusel;1
7255;Graben-Neudorf;1
7256;Philippsburg;1
7257;Bruchsal-Untergrombach;1
7258;Oberderdingen-Flehingen;1
7259;Östringen-Odenheim;1
7260;Sinsheim-Hilsbach;1
7261;Sinsheim;1
7262;Eppingen;1
7263;Waibstadt;1
7264;Bad Rappenau;1
7265;Angelbachtal;1
7266;Kirchardt;1
7267;Gemmingen;1
7268;Bad Rappenau-Obergimpern;1
7269;Sulzfeld Baden;1
7271;Wörth am Rhein;1
7272;Rülzheim;1
7273;Hagenbach Pfalz;1
7274;Germersheim;1
7275;Kandel;1
7276;Herxheim bei Landau Pfalz;1
7277;Wörth-Büchelberg;1
7300;Roggenburg;1
7302;Pfaffenhofen a d Roth;1
7303;Illertissen;1
7304;Blaustein Württ;1
7305;Erbach Donau;1
7306;Vöhringen Iller;1
7307;Senden Iller;1
7308;Nersingen;1
7309;Weissenhorn;1
731;Ulm Donau;1
7321;Heidenheim a d Brenz;1
7322;Giengen a d Brenz;1
7323;Gerstetten;1
7324;Herbrechtingen;1
7325;Sontheim a d Brenz;1
7326;Neresheim;1
7327;Dischingen;1
7328;Königsbronn;1
7329;Steinheim am Albuch;1
7331;Geislingen an der Steige;1
7332;Lauterstein;1
7333;Laichingen;1
7334;Deggingen;1
7335;Wiesensteig;1
7336;Lonsee;1
7337;Nellingen Alb;1
7340;Neenstetten;1
7343;Buch b Illertissen;1
7344;Blaubeuren;1
7345;Langenau Württ;1
7346;Illerkirchberg;1
7347;Dietenheim;1
7348;Beimerstetten;1
7351;Biberach an der Riß;1
7352;Ochsenhausen;1
7353;Schwendi;1
7354;Erolzheim;1
7355;Hochdorf Riß;1
7356;Schemmerhofen;1
7357;Attenweiler;1
7358;Eberhardzell-Füramoos;1
7361;Aalen;1
7362;Bopfingen;1
7363;Lauchheim;1
7364;Oberkochen;1
7365;Essingen Württ;1
7366;Abtsgmünd;1
7367;Aalen-Ebnat;1
7371;Riedlingen Württ;1
7373;Zwiefalten;1
7374;Uttenweiler;1
7375;Obermarchtal;1
7376;Langenenslingen;1
7381;Münsingen;1
7382;Römerstein;1
7383;Münsingen-Buttenhausen;1
7384;Schelklingen-Hütten;1
7385;Gomadingen;1
7386;Hayingen;1
7387;Hohenstein Württ;1
7388;Pfronstetten;1
7389;Heroldstatt;1
7391;Ehingen Donau;1
7392;Laupheim;1
7393;Munderkingen;1
7394;Schelklingen;1
7395;Ehingen-Dächingen;1
7402;Fluorn-Winzeln;1
7403;Dunningen;1
7404;Epfendorf;1
741;Rottweil;1
7420;Deisslingen;1
7422;Schramberg;1
7423;Oberndorf am Neckar;1
7424;Spaichingen;1
7425;Trossingen;1
7426;Gosheim;1
7427;Schömberg b Balingen;1
7428;Rosenfeld;1
7429;Egesheim;1
7431;Albstadt-Ebingen;1
7432;Albstadt-Tailfingen;1
7433;Balingen;1
7434;Winterlingen;1
7435;Albstadt-Laufen;1
7436;Messstetten-Oberdigisheim;1
7440;Bad Rippoldsau;1
7441;Freudenstadt;1
7442;Baiersbronn;1
7443;Dornstetten;1
7444;Alpirsbach;1
7445;Pfalzgrafenweiler;1
7446;Lossburg;1
7447;Baiersbronn-Schwarzenberg;1
7448;Seewald;1
7449;Baiersbronn-Obertal;1
7451;Horb am Neckar;1
7452;Nagold;1
7453;Altensteig Württ;1
7454;Sulz am Neckar;1
7455;Dornhan;1
7456;Haiterbach;1
7457;Rottenburg-Ergenzingen;1
7458;Ebhausen;1
7459;Nagold-Hochdorf;1
7461;Tuttlingen;1
7462;Immendingen;1
7463;Mühlheim an der Donau;1
7464;Talheim Kr Tuttlingen;1
7465;Emmingen-Liptingen;1
7466;Beuron;1
7467;Neuhausen ob Eck;1
7471;Hechingen;1
7472;Rottenburg am Neckar;1
7473;Mössingen;1
7474;Haigerloch;1
7475;Burladingen;1
7476;Bisingen;1
7477;Jungingen b Hechingen;1
7478;Hirrlingen;1
7482;Horb-Dettingen;1
7483;Horb-Mühringen;1
7484;Simmersfeld;1
7485;Empfingen;1
7486;Horb-Altheim;1
7502;Wolpertswende;1
7503;Wilhelmsdorf Württ;1
7504;Horgenzell;1
7505;Fronreute;1
7506;Wangen-Leupolz;1
751;Ravensburg;1
7520;Bodnegg;1
7522;Wangen im Allgäu;1
7524;Bad Waldsee;1
7525;Aulendorf;1
7527;Wolfegg;1
7528;Neukirch b Tettnang;1
7529;Waldburg Württ;1
7531;Konstanz;1
7532;Meersburg;1
7533;Allensbach;1
7534;Reichenau Baden;1
7541;Friedrichshafen;1
7542;Tettnang;1
7543;Kressbronn am Bodensee;1
7544;Markdorf;1
7545;Immenstaad am Bodensee;1
7546;Oberteuringen;1
7551;Überlingen Bodensee;1
7552;Pfullendorf;1
7553;Salem Baden;1
7554;Heiligenberg Baden;1
7555;Deggenhausertal;1
7556;Uhldingen-Mühlhofen;1
7557;Herdwangen-Schönach;1
7558;Illmensee;1
7561;Leutkirch im Allgäu;1
7562;Isny im Allgäu;1
7563;Kisslegg;1
7564;Bad Wurzach;1
7565;Aichstetten Kr Ravensburg;1
7566;Argenbühl;1
7567;Leutkirch-Friesenhofen;1
7568;Bad Wurzach-Hauerz;1
7569;Isny-Eisenbach;1
7570;Sigmaringen-Gutenstein;1
7571;Sigmaringen;1
7572;Mengen Württ;1
7573;Stetten am kalten Markt;1
7574;Gammertingen;1
7575;Messkirch;1
7576;Krauchenwies;1
7577;Veringenstadt;1
7578;Wald Hohenz;1
7579;Schwenningen Baden;1
7581;Saulgau;1
7582;Bad Buchau;1
7583;Bad Schussenried;1
7584;Altshausen;1
7585;Ostrach;1
7586;Herbertingen;1
7587;Hosskirch;1
7602;Oberried Breisgau;1
761;Freiburg im Breisgau;1
7620;Schopfheim-Gersbach;1
7621;Lörrach;1
7622;Schopfheim;1
7623;Rheinfelden Baden;1
7624;Grenzach-Wyhlen;1
7625;Zell im Wiesental;1
7626;Kandern;1
7627;Steinen Kr Lörrach;1
7628;Efringen-Kirchen;1
7629;Tegernau Baden;1
7631;Müllheim Baden;1
7632;Badenweiler;1
7633;Staufen im Breisgau;1
7634;Sulzburg;1
7635;Schliengen;1
7636;Münstertal Schwarzwald;1
7641;Emmendingen;1
7642;Endingen Kaiserstuhl;1
7643;Herbolzheim Breisgau;1
7644;Kenzingen;1
7645;Freiamt;1
7646;Weisweil Breisgau;1
7651;Titisee-Neustadt;1
7652;Hinterzarten;1
7653;Lenzkirch;1
7654;Löffingen;1
7655;Feldberg-Altglashütten;1
7656;Schluchsee;1
7657;Eisenbach Hochschwarzwald;1
7660;St Peter Schwarzw;1
7661;Kirchzarten;1
7662;Vogtsburg im Kaiserstuhl;1
7663;Eichstetten;1
7664;Freiburg-Tiengen;1
7665;March Breisgau;1
7666;Denzlingen;1
7667;Breisach am Rhein;1
7668;Ihringen;1
7669;St Märgen;1
7671;Todtnau;1
7672;St Blasien;1
7673;Schönau im Schwarzwald;1
7674;Todtmoos;1
7675;Bernau Baden;1
7676;Feldberg Schwarzwald;1
7681;Waldkirch Breisgau;1
7682;Elzach;1
7683;Simonswald;1
7684;Glottertal;1
7685;Gutach-Bleibach;1
7702;Blumberg Baden;1
7703;Bonndorf im Schwarzwald;1
7704;Geisingen Baden;1
7705;Wolterdingen Schwarzw;1
7706;Oberbaldingen;1
7707;Bräunlingen;1
7708;Geisingen-Leipferdingen;1
7709;Wutach;1
771;Donaueschingen;1
7720;Schwenningen a Neckar;1
7721;Villingen i Schwarzw;1
7722;Triberg im Schwarzwald;1
